ORF	Gene	Position	Fast	Slow
YOL098C	YOL098C	chrXV:132724-135838	68.7893	66.9103
YOL099C	YOL099C	chrXV:129236-132508	37.5498	24.7643
YOL100W	PKH2	chrXV:129236-132508	13.0702	15.8877
YOL101C	IZH4	chrXV:126981-127920	173.886	85.6783
YOL102C	TPT1	chrXV:125996-126689	61.2815	77.9531
YOL103W	ITR2	chrXV:124000-125830	43.374	37.9044
YOL103W-A	YOL103W-A	chrXV:117999-123268	1.69148	2.71868
YOL103W-B	YOL103W-B	chrXV:117999-123268	1.54893	1.56457
YOL104C	NDJ1	chrXV:116395-117454	12.9688	32.5726
YOL105C	WSC3	chrXV:114137-115808	13.6041	16.8095
YOL106W	YOL106W	chrXV:113225-113579	28.379	18.2197
YOL107W	YOL107W	chrXV:112101-113130	35.2637	32.3508
YOL108C	INO4	chrXV:111430-111886	132.138	131.919
YOL109W	ZEO1	chrXV:110296-110638	5119.58	3008.13
YOL110W	SHR5	chrXV:109175-109889	10.7573	15.2559
YOL111C	MDY2	chrXV:108257-108896	147.952	117.182
YOL112W	MSB4	chrXV:106709-108188	16.979	28.2931
YOL113W	SKM1	chrXV:104325-106293	25.1294	52.2325
YOL114C	YOL114C	chrXV:103316-103925	9.03368	9.07531
YOL115W	PAP2	chrXV:101474-103229	63.2789	57.4507
YOL116W	MSN1	chrXV:99808-100957	25.9282	24.9846
YOL117W	RRI2	chrXV:97550-99488	8.22364	15.1786
YOL118C	YOL118C	chrXV:96607-96916	81.5656	140.994
YOL119C	MCH4	chrXV:94855-96361	42.6869	118.4
YOL120C	RPL18A	chrXV:93394-94402	6190.99	4084.76
YOL121C	RPS19A	chrXV:92025-92850	3390.75	2355.86
YOL122C	SMF1	chrXV:89691-91419	18.2641	17.5107
YOL123W	HRP1	chrXV:87843-89448	269.783	232.513
YOL124C	TRM11	chrXV:85455-86757	178.214	149.947
YOL125W	TRM13	chrXV:83833-85264	68.5013	67.4284
YOL126C	MDH2	chrXV:81786-82920	47.8503	85.9625
YOL127W	RPL25	chrXV:80347-81190	12018.2	8554.88
YOL128C	YGK3	chrXV:78351-79479	33.7198	31.7255
YOL129W	VPS68	chrXV:77559-78114	161.089	189.084
YOL130W	ALR1	chrXV:74399-76979	56.9723	52.7649
YOL131W	YOL131W	chrXV:73030-73357	9.38092	10.446
YOL132W	GAS4	chrXV:71299-72715	7.21176	11.3718
YOL133W	HRT1	chrXV:70155-70690	352.09	329.91
YOL134C	YOL134C	chrXV:70155-70690	3.98148	3.72569
YOL135C	MED7	chrXV:69375-70044	32.7184	36.6285
YOL136C	PFK27	chrXV:67560-68754	190.166	201.431
YOL137W	BSC6	chrXV:65620-67114	22.4198	19.4486
YOL138C	RTC1	chrXV:61324-65350	11.204	11.4073
YOL139C	CDC33	chrXV:60382-61024	1527.26	1275.16
YOL140W	ARG8	chrXV:58758-60030	151.089	219.68
YOL141W	PPM2	chrXV:56451-58539	13.6861	12.8579
YOL142W	RRP40	chrXV:55557-56280	148.839	122.035
YOL143C	RIB4	chrXV:54594-55104	342.387	363.726
YOL144W	NOP8	chrXV:53097-54552	122.77	112.704
YOL145C	CTR9	chrXV:49554-52788	80.9542	74.0102
YOL146W	PSF3	chrXV:48863-49448	39.2332	43.8613
YOL147C	PEX11	chrXV:47932-48643	79.6038	92.6748
YOL148C	SPT20	chrXV:45759-47574	21.9796	21.9053
YOL149W	DCP1	chrXV:44937-45633	147.111	141.793
YOL150C	YOL150C	chrXV:43693-44784	165.385	127.066
YOL151W	GRE2	chrXV:43693-44784	74.1168	59.7152
YOL152W	FRE7	chrXV:40747-42610	21.512	37.3184
YOL153C	YOL153C	chrXV:36821-38567	18.1774	15.2388
YOL154W	ZPS1	chrXV:34657-35407	268.059	101.915
YOL155C	HPF1	chrXV:28702-31606	51.5815	14.2529
YOL155W-A	YOL155W-A	chrXV:27083-27218	432.21	153.444
YOL156W	HXT11	chrXV:25272-26976	1.03526	1.93594
YOL157C	IMA2	chrXV:22524-24294	3.5405	4.02238
YOL158C	ENB1	chrXV:19490-21311	170.476	98.0323
YOL159C	YOL159C	chrXV:17280-17796	37.9679	40.7469
YOL159C-A	YOL159C-A	chrXV:15232-15505	68.8269	84.35
YOL160W	YOL160W	chrXV:14312-14654	18.8749	19.6797
YOL161C	PAU20	chrXV:11548-11911	0	0.344035
YOL162W	YOL162W	chrXV:10118-10766	5.05598	12.8551
YOL163W	YOL163W	chrXV:9596-10106	7.07967	14.0941
YOL164W	BDS1	chrXV:6174-8115	24.2804	28.5275
YOL164W-A	YOL164W-A	chrXV:4129-4312	20.1862	41.8066
YOL165C	AAD15	chrXV:1646-2078	0.211886	0.487161
YOL166C	YOL166C	chrXV:999-1338	1.14056	0
YOL166W-A	YOL166W-A	chrXV:584-740	0	0
YOR001W	RRP6	chrXV:326831-329033	74.4014	72.6439
YOR002W	ALG6	chrXV:329416-331051	49.2644	41.4746
YOR003W	YSP3	chrXV:331454-332891	12.1348	14.5955
YOR004W	UTP23	chrXV:333591-334356	207.926	158.32
YOR005C	DNL4	chrXV:334508-337343	11.3921	11.9963
YOR006C	TSR3	chrXV:337679-338621	105.844	107.182
YOR007C	SGT2	chrXV:338937-339978	764.609	639.549
YOR008C	SLG1	chrXV:341277-342414	86.7047	92.9917
YOR008C-A	YOR008C-A	chrXV:342856-343081	16.2916	12.3223
YOR008W-B	YOR008W-B	chrXV:343928-344030	1179.16	918.536
YOR009W	TIR4	chrXV:344334-345798	20.0475	16.1382
YOR010C	TIR2	chrXV:346194-346950	11.8372	16.362
YOR011W	AUS1	chrXV:349678-353863	9.10237	12.1708
YOR011W-A	YOR011W-A	chrXV:355651-355858	9.54423	12.3946
YOR012W	YOR012W	chrXV:356542-357221	62.4745	79.9611
YOR013W	IRC11	chrXV:356542-357221	49.5899	64.2003
YOR014W	RTS1	chrXV:357673-359947	41.5295	42.6648
YOR015W	YOR015W	chrXV:359992-360352	106.345	77.7553
YOR016C	ERP4	chrXV:360460-361084	141.637	171.695
YOR017W	PET127	chrXV:361411-363814	25.062	29.9236
YOR018W	ROD1	chrXV:364368-366882	12.2422	7.17619
YOR019W	YOR019W	chrXV:368126-370319	15.2173	15.7971
YOR020C	HSP10	chrXV:370523-370844	1938.29	2304.31
YOR020W-A	YOR020W-A	chrXV:371684-371957	239.822	280.102
YOR021C	YOR021C	chrXV:372797-373439	458.089	378.403
YOR022C	YOR022C	chrXV:373709-375857	12.4206	13.8101
YOR023C	AHC1	chrXV:376011-377712	55.6278	58.1777
YOR024W	YOR024W	chrXV:377846-378170	0.651054	1.04626
YOR025W	HST3	chrXV:378218-379562	49.2082	15.1129
YOR026W	BUB3	chrXV:379780-380806	45.9504	56.4085
YOR027W	STI1	chrXV:381052-382822	181.926	279.662
YOR028C	CIN5	chrXV:383532-384420	13.068	15.6153
YOR029W	YOR029W	chrXV:384599-384935	1.12037	0.238575
YOR030W	DFG16	chrXV:386824-388684	18.1352	20.3923
YOR031W	CRS5	chrXV:389212-389422	110.173	81.3778
YOR032C	HMS1	chrXV:389770-391075	2.66252	3.29273
YOR032W-A	YOR032W-A	chrXV:392175-392376	15.0721	8.35954
YOR033C	EXO1	chrXV:392415-394524	28.3471	36.9381
YOR034C	AKR2	chrXV:394836-397086	12.3753	12.6979
YOR034C-A	YOR034C-A	chrXV:397425-397668	34.8848	37.5731
YOR035C	SHE4	chrXV:397734-400104	10.5396	16.4841
YOR036W	PEP12	chrXV:400347-401214	33.7291	38.541
YOR037W	CYC2	chrXV:401554-402655	31.3419	29.0714
YOR038C	HIR2	chrXV:402760-405388	19.3331	22.3761
YOR039W	CKB2	chrXV:405767-406544	143.303	153.877
YOR040W	GLO4	chrXV:407063-407921	39.5301	48.772
YOR041C	YOR041C	chrXV:408357-409660	0.564562	0.123702
YOR042W	CUE5	chrXV:408357-409660	88.4301	92.9707
YOR043W	WHI2	chrXV:410869-412330	116.668	119.631
YOR044W	IRC23	chrXV:413006-413480	50.9841	76.6034
YOR045W	TOM6	chrXV:413851-414037	2522.2	2351.35
YOR046C	DBP5	chrXV:414458-415907	247.271	204.872
YOR047C	STD1	chrXV:416346-417681	76.4212	57.3365
YOR048C	RAT1	chrXV:418629-421650	55.9042	54.7787
YOR049C	RSB1	chrXV:422667-423732	13.7108	13.99
YOR050C	YOR050C	chrXV:424269-424617	24.8441	22.076
YOR051C	ETT1	chrXV:424845-426084	265.826	219.892
YOR052C	YOR052C	chrXV:426771-427224	522.279	518.852
YOR053W	YOR053W	chrXV:427816-429912	1.93094	2.2054
YOR054C	VHS3	chrXV:427816-429912	9.12217	12.5829
YOR055W	YOR055W	chrXV:427816-429912	21.7467	25.5766
YOR056C	NOB1	chrXV:430246-431626	178.405	146.763
YOR057W	SGT1	chrXV:432185-433373	80.2256	77.8099
YOR058C	ASE1	chrXV:433687-436345	29.8357	21.4605
YOR059C	YOR059C	chrXV:438905-440258	30.1276	33.9199
YOR060C	YOR060C	chrXV:440389-441163	22.4993	20.6115
YOR061W	CKA2	chrXV:441533-442553	199.813	161.67
YOR062C	YOR062C	chrXV:442724-443531	27.757	42.4257
YOR063W	RPL3	chrXV:444685-445849	5566.99	4192.92
YOR064C	YNG1	chrXV:446078-446738	39.1248	38.8396
YOR065W	CYT1	chrXV:447438-448368	67.9198	112.566
YOR066W	MSA1	chrXV:449435-451325	22.3426	20.0727
YOR067C	ALG8	chrXV:451728-453462	43.0176	44.0585
YOR068C	VAM10	chrXV:453767-455795	40.1746	62.6212
YOR069W	VPS5	chrXV:453767-455795	32.2801	34.9693
YOR070C	GYP1	chrXV:455906-457820	15.3829	15.9709
YOR071C	NRT1	chrXV:459479-461276	23.592	25.899
YOR072W	YOR072W	chrXV:461501-462039	4.21523	4.26842
YOR072W-A	YOR072W-A	chrXV:461501-462039	6.15507	7.54541
YOR072W-B	YOR072W-B	chrXV:464449-464630	0	7.35082
YOR073W	SGO1	chrXV:464770-466543	25.8884	37.0672
YOR073W-A	YOR073W-A	chrXV:466674-467623	129.441	274.131
YOR074C	CDC21	chrXV:466674-467623	48.3764	127.913
YOR075W	UFE1	chrXV:468211-469252	71.6834	88.2456
YOR076C	SKI7	chrXV:469376-471620	28.4316	29.2655
YOR077W	RTS2	chrXV:471898-472597	31.1078	36.6106
YOR078W	BUD21	chrXV:472724-473369	452.596	381.931
YOR079C	ATX2	chrXV:473474-474416	69.3704	60.412
YOR080W	DIA2	chrXV:474593-476792	36.1932	42.0403
YOR081C	TGL5	chrXV:476938-479188	24.7406	26.8497
YOR082C	YOR082C	chrXV:479295-480420	1.97212	1.13125
YOR083W	WHI5	chrXV:479295-480420	8.21392	10.9925
YOR084W	LPX1	chrXV:480586-481750	11.6006	16.6178
YOR085W	OST3	chrXV:482032-483085	92.5906	78.034
YOR086C	TCB1	chrXV:483218-486779	43.8176	34.6108
YOR087W	YVC1	chrXV:487706-489734	26.7316	28.574
YOR089C	VPS21	chrXV:490195-490828	230.958	198.009
YOR090C	PTC5	chrXV:491122-492841	42.6741	41.7764
YOR091W	TMA46	chrXV:493432-494470	271.426	245.384
YOR092W	ECM3	chrXV:495126-496968	33.8364	32.4185
YOR093C	YOR093C	chrXV:497505-502452	15.015	14.2154
YOR094W	ARF3	chrXV:502794-503346	137.108	93.8385
YOR095C	RKI1	chrXV:503551-504328	299.537	225.366
YOR096W	RPS7A	chrXV:505793-506767	5258.35	3508.65
YOR097C	YOR097C	chrXV:506977-507505	60.2636	51.0291
YOR098C	NUP1	chrXV:507947-511178	46.1064	43.616
YOR099W	KTR1	chrXV:511824-513006	194.694	214.839
YOR100C	CRC1	chrXV:513294-514278	6.41407	21.1472
YOR101W	RAS1	chrXV:515243-516173	284.694	194.627
YOR102W	YOR102W	chrXV:516422-516841	60.5897	81.8786
YOR103C	OST2	chrXV:516422-516841	201.419	234.476
YOR104W	PIN2	chrXV:517641-518521	33.5274	43.4704
YOR105W	YOR105W	chrXV:517641-518521	34.3102	25.4193
YOR106W	VAM3	chrXV:519120-519972	86.2394	74.7535
YOR107W	RGS2	chrXV:521352-522282	24.6279	26.3106
YOR108C-A	YOR108C-A	chrXV:523026-524841	435.341	393.048
YOR108W	LEU9	chrXV:523026-524841	167.463	165.381
YOR109W	INP53	chrXV:525277-528601	26.367	26.1792
YOR110W	TFC7	chrXV:528940-530248	36.5367	33.2954
YOR111W	YOR111W	chrXV:530428-531127	45.2653	56.7573
YOR112W	CEX1	chrXV:531507-533793	24.5492	28.8375
YOR113W	AZF1	chrXV:534074-536819	15.0158	17.9446
YOR114W	YOR114W	chrXV:537569-538454	32.7388	63.1255
YOR115C	TRS33	chrXV:538658-539465	104.169	103.472
YOR116C	RPO31	chrXV:539762-544145	59.0933	51.1869
YOR117W	RPT5	chrXV:545028-546333	272.082	202.372
YOR118W	RTC5	chrXV:546856-548560	46.2705	39.9818
YOR119C	RIO1	chrXV:548791-550246	100.56	96.777
YOR120W	GCY1	chrXV:551113-552103	55.0162	105.512
YOR121C	YOR121C	chrXV:551113-552103	134.283	242.821
YOR122C	PFY1	chrXV:552297-552887	1872.97	1804.14
YOR123C	LEO1	chrXV:553175-554570	159.017	152.879
YOR124C	UBP2	chrXV:554823-558642	27.1921	26.5857
YOR125C	CAT5	chrXV:559029-559731	31.3276	31.8313
YOR126C	IAH1	chrXV:559960-560677	54.4466	58.0892
YOR127W	RGA1	chrXV:561169-564193	29.0937	25.5678
YOR128C	ADE2	chrXV:564475-566191	55.9656	80.2325
YOR129C	AFI1	chrXV:566876-569558	12.7996	14.326
YOR130C	ORT1	chrXV:569928-570807	44.0774	73.9739
YOR131C	YOR131C	chrXV:572181-572838	98.6989	108.245
YOR132W	VPS17	chrXV:573174-574830	50.3861	59.8338
YOR133W	EFT1	chrXV:575097-577626	64.3569	58.1013
YOR134W	BAG7	chrXV:578563-579793	6.34556	12.5979
YOR135C	IRC14	chrXV:580158-581359	12.4431	16.2527
YOR136W	IDH2	chrXV:580158-581359	257.592	392.545
YOR137C	SIA1	chrXV:581812-583681	29.3066	24.8131
YOR138C	RUP1	chrXV:584308-586324	26.733	23.8349
YOR139C	YOR139C	chrXV:586949-589281	1.37174	1.45352
YOR140W	SFL1	chrXV:586949-589281	12.1409	15.6086
YOR141C	ARP8	chrXV:589941-592587	37.1599	34.3593
YOR142W	LSC1	chrXV:593056-594046	182.498	176.1
YOR142W-A	YOR142W-A	chrXV:595111-600380	0	0
YOR142W-B	YOR142W-B	chrXV:595111-600380	0	0
YOR143C	THI80	chrXV:601382-602342	81.3291	76.7154
YOR144C	ELG1	chrXV:602716-605092	20.3757	29.4055
YOR145C	PNO1	chrXV:605346-606178	264.3	253.274
YOR146W	YOR146W	chrXV:605346-606178	294.021	233.172
YOR147W	MDM32	chrXV:606606-608475	54.3116	49.4623
YOR148C	SPP2	chrXV:608639-609197	121.914	138.407
YOR149C	SMP3	chrXV:609837-611388	17.7214	21.6985
YOR150W	MRPL23	chrXV:611998-612490	132.144	156.838
YOR151C	RPB2	chrXV:612996-616671	101.673	94.6694
YOR152C	YOR152C	chrXV:617517-618288	26.5155	18.349
YOR153W	PDR5	chrXV:619839-624375	391.583	257.708
YOR154W	SLP1	chrXV:624728-626492	32.6601	31.2419
YOR155C	ISN1	chrXV:626627-627980	50.9383	41.9296
YOR156C	NFI1	chrXV:628359-630540	10.9406	13.3343
YOR157C	PUP1	chrXV:630965-631751	199.999	168.324
YOR158W	PET123	chrXV:632163-633120	115.661	115.718
YOR159C	SME1	chrXV:633281-633566	469.057	452.647
YOR160W	MTR10	chrXV:633838-636757	31.1652	27.4285
YOR161C	PNS1	chrXV:636938-638558	14.9858	9.67814
YOR161C-C	YOR161C-C	chrXV:639120-639267	45.9711	36.1948
YOR161W-A	YOR161W-A	chrXV:636938-638558	383.588	27.9306
YOR161W-B	YOR161W-B	chrXV:636938-638558	63.3181	68.5163
YOR162C	YRR1	chrXV:639559-641992	15.0888	15.4945
YOR163W	DDP1	chrXV:642740-643307	156.784	167.417
YOR164C	GET4	chrXV:643393-644332	123.701	100.382
YOR165W	SEY1	chrXV:644565-646896	60.3238	62.9949
YOR166C	SWT1	chrXV:647125-648502	74.5805	64.925
YOR167C	RPS28A	chrXV:648803-649007	21580.2	14240.4
YOR168W	GLN4	chrXV:649302-651840	225.714	198.851
YOR169C	YOR169C	chrXV:649302-651840	428.659	329.689
YOR170W	YOR170W	chrXV:651857-653884	46.0469	42.4464
YOR171C	LCB4	chrXV:651857-653884	53.054	50.6304
YOR172W	YRM1	chrXV:654209-656570	21.9825	24.9183
YOR173W	DCS2	chrXV:657263-658325	9.42803	20.5502
YOR174W	MED4	chrXV:658746-659601	98.7113	100.852
YOR175C	ALE1	chrXV:659814-661674	135.966	81.4888
YOR176W	HEM15	chrXV:662400-663582	74.6603	105.144
YOR177C	MPC54	chrXV:665784-667179	16.8819	15.9792
YOR178C	GAC1	chrXV:667859-670241	9.01047	9.08422
YOR179C	SYC1	chrXV:671844-672411	35.9813	44.1472
YOR180C	DCI1	chrXV:674351-675167	20.2887	15.2128
YOR181W	LAS17	chrXV:675938-677840	8.33616	9.03101
YOR182C	RPS30B	chrXV:678190-678793	23255.9	13451.8
YOR183W	FYV12	chrXV:678871-679261	2.03573	1.92661
YOR184W	SER1	chrXV:679356-680544	339.882	484.073
YOR185C	GSP2	chrXV:681443-682106	141.082	170.035
YOR186C-A	YOR186C-A	chrXV:683110-683545	14.0971	20.0014
YOR186W	YOR186W	chrXV:683110-683545	2.76715	2.54393
YOR187W	TUF1	chrXV:684029-685343	192.555	227.166
YOR188W	MSB1	chrXV:685766-689180	23.6578	27.1085
YOR189W	IES4	chrXV:689623-689974	234.413	262.567
YOR190W	SPR1	chrXV:690694-692032	14.4493	14.698
YOR191W	ULS1	chrXV:692474-697334	16.1765	18.2751
YOR192C	THI72	chrXV:698767-700567	4.91747	7.25573
YOR192C-A	YOR192C-A	chrXV:704418-709732	0	0
YOR192C-B	YOR192C-B	chrXV:704418-709732	1.68713	1.62123
YOR192C-C	YOR192C-C	chrXV:703987-704224	183.483	249.013
YOR193W	PEX27	chrXV:710445-711576	55.3532	63.1778
YOR194C	TOA1	chrXV:711682-712543	120.568	131.361
YOR195W	SLK19	chrXV:712865-715331	41.3759	77.4794
YOR196C	LIP5	chrXV:715592-716837	63.4072	78.4291
YOR197W	MCA1	chrXV:717085-718384	100.644	96.4092
YOR198C	BFR1	chrXV:718652-720065	453.91	401.146
YOR199W	YOR199W	chrXV:720180-721708	7.8852	12.9931
YOR200W	YOR200W	chrXV:720180-721708	23.514	35.1007
YOR201C	MRM1	chrXV:720180-721708	54.7254	77.6414
YOR202W	HIS3	chrXV:721945-724725	104.702	229.27
YOR203W	YOR203W	chrXV:721945-724725	66.4859	166.268
YOR204W	DED1	chrXV:721945-724725	167.828	192.526
YOR205C	GEP3	chrXV:725563-727234	51.995	56.5527
YOR206W	NOC2	chrXV:727511-729644	237.942	213.228
YOR207C	RET1	chrXV:730007-733457	67.662	58.2822
YOR208W	PTP2	chrXV:733924-736177	23.3956	29.4573
YOR209C	NPT1	chrXV:736436-737726	392.491	324.307
YOR210W	RPB10	chrXV:738319-738532	2950.04	2227.39
YOR211C	MGM1	chrXV:738923-741569	29.763	30.2294
YOR212W	STE4	chrXV:742909-744181	126.65	109.635
YOR213C	SAS5	chrXV:744534-745281	41.9493	55.7084
YOR214C	YOR214C	chrXV:745592-746303	2.02358	0.72801
YOR215C	AIM41	chrXV:746724-747282	117.48	133.549
YOR216C	RUD3	chrXV:747524-748979	102.698	96.9734
YOR217W	RFC1	chrXV:749300-751895	41.5147	42.5442
YOR218C	YOR218C	chrXV:749300-751895	47.8244	43.4405
YOR219C	STE13	chrXV:752213-755009	19.6786	25.0545
YOR220W	RCN2	chrXV:755327-756125	48.0442	80.6141
YOR221C	MCT1	chrXV:756475-757558	70.7134	107.04
YOR222W	ODC2	chrXV:758329-759253	115.457	116.339
YOR223W	YOR223W	chrXV:759781-760660	16.5339	18.7466
YOR224C	RPB8	chrXV:760824-761265	483.056	397.019
YOR225W	YOR225W	chrXV:761391-762084	214.094	150.493
YOR226C	ISU2	chrXV:761391-762084	323.751	288.682
YOR227W	HER1	chrXV:762824-766565	14.2882	17.5002
YOR228C	YOR228C	chrXV:766868-767777	14.0035	17.0782
YOR229W	WTM2	chrXV:768408-769812	16.5139	13.0888
YOR230W	WTM1	chrXV:770799-772113	215.125	242.235
YOR231C-A	YOR231C-A	chrXV:772600-774127	125.247	156.769
YOR231W	MKK1	chrXV:772600-774127	33.8585	35.6996
YOR232W	MGE1	chrXV:774572-775259	516.097	456.124
YOR233W	KIN4	chrXV:775845-778248	36.9217	38.4601
YOR234C	RPL33B	chrXV:778554-779405	5906.86	4691.44
YOR235W	IRC13	chrXV:779869-780596	0	5.03031
YOR236W	DFR1	chrXV:780905-781541	132.458	124.033
YOR237W	HES1	chrXV:781993-783298	10.9931	13.8041
YOR238W	YOR238W	chrXV:783676-784588	89.073	91.4703
YOR239W	ABP140	chrXV:784856-786744	175.39	192.994
YOR241W	MET7	chrXV:786994-788641	50.4511	46.8731
YOR242C	SSP2	chrXV:788741-789857	8.94628	9.94796
YOR243C	PUS7	chrXV:790210-792241	145.211	121.213
YOR244W	ESA1	chrXV:792530-793868	70.2732	76.4028
YOR245C	DGA1	chrXV:794075-795332	34.2042	35.1462
YOR246C	YOR246C	chrXV:795800-796793	108.184	114.796
YOR247W	SRL1	chrXV:797675-798315	380.573	316.134
YOR248W	YOR248W	chrXV:797675-798315	1003.89	568.782
YOR249C	APC5	chrXV:798673-800731	20.7425	21.9303
YOR250C	CLP1	chrXV:800969-802307	32.7849	34.3996
YOR251C	TUM1	chrXV:802549-803464	79.705	77.058
YOR252W	TMA16	chrXV:803666-804203	436.648	396.394
YOR253W	NAT5	chrXV:804376-804907	171.97	159.641
YOR254C	SEC63	chrXV:805031-807023	183.305	160.817
YOR255W	OSW1	chrXV:807270-808107	0.326462	0.356067
YOR256C	TRE2	chrXV:808253-810683	36.7051	37.3432
YOR257W	CDC31	chrXV:811007-811493	121.68	149.402
YOR258W	HNT3	chrXV:811670-812324	38.8275	41.9713
YOR259C	RPT4	chrXV:812394-813708	244.853	195.202
YOR260W	GCD1	chrXV:813983-815720	171.157	133.01
YOR261C	RPN8	chrXV:815914-816931	506.1	412.678
YOR262W	YOR262W	chrXV:817291-818335	119.903	105.508
YOR263C	YOR263C	chrXV:818756-820158	2.45098	1.40741
YOR264W	DSE3	chrXV:818756-820158	146.225	30.4725
YOR265W	RBL2	chrXV:820453-820774	647.262	490.89
YOR266W	PNT1	chrXV:821022-822294	26.082	30.2293
YOR267C	HRK1	chrXV:822587-824867	47.3658	58.802
YOR268C	YOR268C	chrXV:825533-825932	0.185585	2.75497
YOR269W	PAC1	chrXV:826384-827869	22.0512	17.538
YOR270C	VPH1	chrXV:828051-830574	246.246	238.214
YOR271C	FSF1	chrXV:831058-832042	299.749	276.425
YOR272W	YTM1	chrXV:832812-834195	163.787	138.227
YOR273C	TPO4	chrXV:834451-836431	10.2	14.9583
YOR274W	MOD5	chrXV:837673-838960	50.3931	51.9456
YOR275C	RIM20	chrXV:839083-841069	37.7305	37.7664
YOR276W	CAF20	chrXV:841332-841823	423.312	297.98
YOR277C	YOR277C	chrXV:841332-841823	630.939	498.742
YOR278W	HEM4	chrXV:842816-843644	57.6707	56.9097
YOR279C	RFM1	chrXV:843697-844630	33.8924	30.5335
YOR280C	FSH3	chrXV:844991-845792	55.7371	71.5443
YOR281C	PLP2	chrXV:846268-847320	209.674	182.039
YOR282W	YOR282W	chrXV:846268-847320	19.6935	15.3529
YOR283W	YOR283W	chrXV:847452-848145	305.507	304.121
YOR284W	HUA2	chrXV:848477-849209	32.9806	59.4103
YOR285W	RDL1	chrXV:849634-850054	808.56	738.055
YOR286W	RDL2	chrXV:850279-850729	315.624	275.487
YOR287C	RRP36	chrXV:850936-851839	155.929	116.958
YOR288C	MPD1	chrXV:852120-853077	58.251	82.2138
YOR289W	YOR289W	chrXV:853356-854112	22.1486	26.0121
YOR290C	SNF2	chrXV:855146-860258	16.6413	19.4703
YOR291W	YPK9	chrXV:861174-865593	15.1184	15.6202
YOR292C	YOR292C	chrXV:865652-866582	13.8704	17.1599
YOR293C-A	YOR293C-A	chrXV:867997-868147	107.942	0
YOR293W	RPS10A	chrXV:867097-867852	20320.2	13649
YOR294W	RRS1	chrXV:868339-868951	398.144	311.775
YOR295W	UAF30	chrXV:869207-869894	65.8433	47.1521
YOR296W	YOR296W	chrXV:870201-874071	12.4446	11.822
YOR297C	TIM18	chrXV:874742-875321	59.0101	63.5712
YOR298C-A	MBF1	chrXV:877229-877685	757.147	868.672
YOR298W	MUM3	chrXV:875598-877038	12.3682	12.9567
YOR299W	BUD7	chrXV:878434-880883	40.7972	41.616
YOR300W	YOR300W	chrXV:878434-880883	46.1303	31.4142
YOR301W	RAX1	chrXV:880964-882272	16.3224	13.6683
YOR302W	YOR302W	chrXV:882764-882842	70660.4	58854.4
YOR303W	CPA1	chrXV:882898-884134	775.632	766.141
YOR304C-A	YOR304C-A	chrXV:888519-888750	341.794	361.929
YOR304W	ISW2	chrXV:884513-887876	34.6744	33.3045
YOR305W	RRG7	chrXV:889021-889750	70.5918	68.613
YOR306C	MCH5	chrXV:889866-891432	69.058	102.601
YOR307C	SLY41	chrXV:892730-894092	39.4009	41.4781
YOR308C	SNU66	chrXV:894623-896387	13.1683	21.3844
YOR309C	YOR309C	chrXV:896697-898360	624.261	388.461
YOR310C	NOP58	chrXV:896697-898360	718.656	600.501
YOR311C	DGK1	chrXV:899055-899928	128.633	127.88
YOR312C	RPL20B	chrXV:900249-901194	7451.76	4834.54
YOR313C	SPS4	chrXV:901857-902874	11.232	3.36705
YOR314W	YOR314W	chrXV:903042-903372	4.75177	1.18975
YOR314W-A	YOR314W-A	chrXV:904457-904568	0	0
YOR315W	SFG1	chrXV:904759-905800	147.156	24.758
YOR316C	COT1	chrXV:906235-907555	149.728	88.8846
YOR316C-A	YOR316C-A	chrXV:907725-907935	37.9562	19.0364
YOR317W	FAA1	chrXV:909342-911445	194.539	215.228
YOR318C	YOR318C	chrXV:911783-912436	14.0385	19.8514
YOR319W	HSH49	chrXV:912821-913463	61.9699	42.4323
YOR320C	GNT1	chrXV:913618-915094	80.2526	78.4016
YOR321W	PMT3	chrXV:916029-918291	20.5471	26.5664
YOR322C	LDB19	chrXV:918605-921062	33.539	38.2805
YOR323C	PRO2	chrXV:921534-922905	182.352	227.422
YOR324C	FRT1	chrXV:923231-925050	19.4319	16.2724
YOR325W	YOR325W	chrXV:923231-925050	16.8794	15.1933
YOR326W	MYO2	chrXV:925720-930445	86.8149	95.0119
YOR327C	SNC2	chrXV:930733-931081	1230.1	1051.3
YOR328W	PDR10	chrXV:931802-936497	11.0758	12.1954
YOR329C	SCD5	chrXV:936730-939557	14.0812	14.2437
YOR329W-A	YOR329W-A	chrXV:936730-939557	4.35434	4.65944
YOR330C	MIP1	chrXV:939620-943385	25.24	25.3721
YOR331C	YOR331C	chrXV:943564-944357	0.0666689	0.0724649
YOR332W	VMA4	chrXV:943564-944357	1268.71	1209.56
YOR333C	YOR333C	chrXV:944540-946008	1.0037	0
YOR334W	MRS2	chrXV:944540-946008	20.0497	22.7126
YOR335C	ALA1	chrXV:946232-949109	225.72	220.085
YOR335W-A	YOR335W-A	chrXV:946232-949109	26235.7	19044.7
YOR336W	KRE5	chrXV:949772-953870	19.7321	19.5445
YOR337W	TEA1	chrXV:954343-956623	39.9133	51.8587
YOR338W	YOR338W	chrXV:956897-957989	117.765	128.892
YOR339C	UBC11	chrXV:958361-958832	65.6376	77.3783
YOR340C	RPA43	chrXV:959201-960182	200.996	158.695
YOR341W	RPA190	chrXV:960986-965981	108.83	96.4394
